ip,mac,flag
10.64.88.155,00:01:a4:ab:09:44,perm_remote
10.64.88.157,00:1a:4a:56:03:0d,perm_remote
10.64.88.158,00:1a:4a:56:03:09,perm_remote
10.64.88.159,00:01:a4:ab:f0:4a,perm_remote
10.64.88.160,00:01:a4:ab:e9:f5,none
10.64.88.162,00:01:a4:ab:e9:f7,perm_remote
10.64.88.164,00:01:a4:ab:e9:f8,perm_remote
10.64.88.165,00:1a:4a:56:03:22,perm_remote
10.64.88.166,00:01:a4:ab:1a:2b,none
10.64.88.168,00:01:a4:ab:09:3a,perm_remote
10.64.88.169,00:1a:4a:56:03:31,perm_remote
10.64.88.170,00:01:a4:ab:f0:59,none
10.64.88.172,00:01:a4:ab:09:3b,perm_remote
10.64.88.173,00:1a:4a:56:03:35,perm_remote
10.64.88.174,00:01:a4:ab:f0:57,none
10.64.88.176,00:01:a4:ab:09:3f,none
10.64.88.177,00:01:a4:ab:09:53,perm_remote
10.64.88.178,00:01:a4:ab:e9:ed,none
10.64.88.179,00:1a:4a:56:03:37,perm_remote
10.64.88.180,00:01:a4:ab:09:3c,perm_remote
10.64.88.181,00:01:a4:ab:1a:47,perm_remote
10.64.88.182,00:01:a4:ab:f0:60,perm_remote
10.64.88.184,00:01:a4:ab:1a:48,perm_remote
10.64.88.186,00:01:a4:ab:53:bf,perm_remote
10.64.88.188,00:01:a4:ab:f0:21,none
10.64.88.190,00:01:a4:ab:e9:ab,perm_remote
10.64.88.192,00:01:a4:ab:09:97,perm_remote
10.64.88.194,00:01:a4:ab:09:84,none
10.64.88.196,00:01:a4:ab:f0:93,none
10.64.88.197,00:1a:4a:56:03:85,none
10.64.88.198,00:01:a4:ab:09:87,perm_remote
10.64.88.199,00:01:a4:ab:f0:99,perm_remote
10.64.88.202,00:01:a4:ab:1a:30,perm_remote
10.64.88.204,00:01:a4:ab:e9:df,none
10.64.88.205,00:1a:4a:56:03:8f,perm_remote
10.64.88.206,00:01:a4:ab:1a:31,perm_remote
10.64.88.208,00:01:a4:ab:f0:50,none
10.64.88.209,00:01:a4:ab:53:ec,perm_remote
10.64.88.212,00:01:a4:ab:53:dc,none
10.64.88.217,00:1a:4a:56:03:a0,none
10.64.88.218,00:01:a4:ab:f0:2f,none
10.64.88.220,00:01:a4:ab:09:13,none
10.64.88.221,00:1a:4a:56:03:a8,perm_remote
10.64.88.223,00:1a:4a:56:03:aa,perm_remote
10.64.88.224,00:01:a4:ab:09:0f,perm_remote
10.64.88.225,00:01:a4:ab:09:0a,none
10.64.88.226,00:1a:4a:56:03:c0,perm_remote
10.64.88.227,00:1a:4a:56:03:b0,none
10.64.88.228,00:01:a4:ab:f0:31,none
10.64.88.229,00:01:a4:ab:e9:fc,none
10.64.88.231,00:1a:4a:56:03:b4,perm_remote
10.64.88.232,00:01:a4:ab:4e:06,none
10.64.88.233,00:1a:4a:56:03:bf,none
10.64.88.234,00:01:a4:ab:53:fd,perm_remote
10.64.88.236,00:01:a4:ab:53:f6,none
10.64.88.238,00:01:a4:ab:09:1d,perm_remote
10.64.88.239,00:1a:4a:56:03:c2,perm_remote
10.64.88.240,00:01:a4:ab:14:12,perm_remote
10.64.88.241,00:1a:4a:56:00:0e,perm_remote
10.64.88.242,00:01:a4:ab:14:10,perm_remote
10.64.88.244,00:1a:4a:56:03:d6,perm_remote
10.64.88.245,00:1a:4a:56:03:d3,perm_remote
10.64.88.248,00:1a:4a:56:00:20,perm_remote
10.64.88.249,00:1a:4a:56:03:d1,none
10.64.88.250,00:1a:4a:56:03:d4,perm_remote
10.64.88.253,00:1a:4a:56:03:d5,perm_remote
10.64.88.255,00:1a:4a:56:03:da,perm_remote
10.64.89.0,00:1a:4a:56:00:0e,none
10.64.89.3,00:1a:4a:56:03:de,none
10.64.89.4,00:1a:4a:56:02:7d,perm_remote
10.64.89.5,00:1a:4a:56:03:dc,perm_remote
10.64.89.7,00:1a:4a:56:03:ef,perm_remote
10.64.89.8,00:1a:4a:56:00:22,perm_remote
10.64.89.9,00:1a:4a:56:02:80,none
10.64.89.10,00:1a:4a:56:03:fa,perm_remote
10.64.89.11,00:1a:4a:56:00:27,perm_remote
10.64.89.13,00:1a:4a:56:00:12,perm_remote
10.64.89.14,00:1a:4a:56:03:fb,none
10.64.89.15,00:1a:4a:56:02:81,perm_remote
10.64.89.16,00:1a:4a:56:04:06,perm_remote
10.64.89.18,00:1a:4a:56:02:8a,perm_remote
10.64.89.20,00:1a:4a:56:02:8d,perm_remote
10.64.89.21,00:1a:4a:56:00:48,perm_remote
10.64.89.22,00:1a:4a:56:02:8b,perm_remote
10.64.89.23,00:1a:4a:56:00:48,perm_remote
10.64.89.25,00:1a:4a:56:00:50,none
10.64.89.26,00:1a:4a:56:02:91,perm_remote
10.64.89.27,00:1a:4a:56:00:49,perm_remote
10.64.89.29,00:1a:4a:56:00:51,perm_remote
10.64.89.30,00:1a:4a:56:03:94,perm_remote
10.64.89.31,00:1a:4a:56:00:3f,perm_remote
10.64.89.33,00:1a:4a:56:00:55,perm_remote
10.64.89.34,00:1a:4a:56:03:96,perm_remote
10.64.89.35,00:1a:4a:56:00:56,perm_remote
10.64.89.36,00:1a:4a:56:03:95,none
10.64.89.37,00:1a:4a:56:00:58,perm_remote
10.64.89.39,00:1a:4a:56:00:59,perm_remote
10.64.89.41,00:1a:4a:56:00:5a,perm_remote
10.64.89.42,00:1a:4a:56:03:99,perm_remote
10.64.89.43,00:1a:4a:56:00:5d,none
10.64.89.45,00:1a:4a:56:00:5e,perm_remote
10.64.89.46,00:1a:4a:56:03:98,perm_remote
10.64.89.47,00:1a:4a:56:00:60,perm_remote
10.64.89.49,00:1a:4a:56:00:16,none
10.64.89.50,00:1a:4a:56:03:c9,perm_remote
10.64.89.51,00:1a:4a:56:00:71,none
10.64.89.53,00:1a:4a:56:00:73,perm_remote
10.64.89.54,00:1a:4a:56:03:cb,perm_remote
10.64.89.55,00:1a:4a:56:00:7d,perm_remote
10.64.89.57,00:1a:4a:56:00:a4,perm_remote
10.64.89.58,00:1a:4a:56:03:d8,none
10.64.89.59,00:1a:4a:56:00:a6,perm_remote
10.64.89.61,00:1a:4a:56:00:a9,perm_remote
10.64.89.62,00:1a:4a:56:00:aa,none
10.64.89.63,00:1a:4a:56:03:eb,none
10.64.89.64,00:1a:4a:56:03:e8,perm_remote
10.64.89.65,00:1a:4a:56:00:ab,perm_remote
10.64.89.66,00:1a:4a:56:03:f0,perm_remote
10.64.89.67,00:1a:4a:56:00:b0,perm_remote
10.64.89.69,00:1a:4a:56:00:b1,none
10.64.89.71,00:1a:4a:56:00:b3,none
10.64.89.73,00:1a:4a:56:00:b5,none
10.64.89.74,00:1a:4a:56:04:05,perm_remote
10.64.89.75,00:1a:4a:56:00:b8,perm_remote
10.64.89.76,00:1a:4a:56:03:f4,none
10.64.89.77,00:1a:4a:56:00:b9,perm_remote
10.64.89.78,00:1a:4a:56:00:ba,none
10.64.89.81,00:1a:4a:56:00:bd,perm_remote
10.64.89.82,00:1a:4a:56:04:0b,perm_remote
10.64.89.83,00:1a:4a:56:00:bf,perm_remote
10.64.89.85,00:1a:4a:56:00:c1,perm_remote
10.64.89.86,00:1a:4a:56:04:0d,perm_remote
10.64.89.87,00:1a:4a:56:00:c2,none
10.64.89.88,00:1a:4a:56:04:0c,perm_remote
10.64.89.89,00:1a:4a:56:00:c3,perm_remote
10.64.89.90,00:1a:4a:56:04:19,perm_remote
10.64.89.91,00:1a:4a:56:00:c4,none
10.64.89.93,00:1a:4a:56:00:c5,perm_remote
10.64.89.94,00:1a:4a:56:04:16,perm_remote
10.64.89.95,00:1a:4a:56:00:c6,perm_remote
10.64.89.96,00:1a:4a:56:04:1a,perm_remote
10.64.89.97,00:1a:4a:56:00:a5,none
10.64.89.99,00:1a:4a:56:00:cc,perm_remote
10.64.89.100,00:1a:4a:56:04:1b,perm_remote
10.64.89.101,00:1a:4a:56:00:a7,perm_remote
10.64.89.103,00:1a:4a:56:00:cf,perm_remote
10.64.89.104,00:1a:4a:56:00:d0,perm_remote
10.64.89.105,00:1a:4a:56:04:1c,perm_remote
10.64.89.107,00:1a:4a:56:00:d7,perm_remote
10.64.89.108,00:1a:4a:56:01:7e,perm_remote
10.64.89.109,00:1a:4a:56:00:da,perm_remote
10.64.89.110,00:1a:4a:56:04:58,perm_remote
10.64.89.111,00:1a:4a:56:00:db,none
10.64.89.113,00:1a:4a:56:00:dc,perm_remote
10.64.89.114,00:1a:4a:56:04:5a,none
10.64.89.115,00:1a:4a:56:00:f0,perm_remote
10.64.89.117,00:1a:4a:56:00:f3,perm_remote
10.64.89.118,00:1a:4a:56:04:59,perm_remote
10.64.89.119,00:1a:4a:56:00:f4,perm_remote
10.64.89.121,00:1a:4a:56:00:f6,perm_remote
10.64.89.123,00:1a:4a:56:00:f7,none
10.64.89.125,00:1a:4a:56:00:f8,none
10.64.89.127,00:1a:4a:56:00:fa,perm_remote
10.64.89.129,00:1a:4a:56:00:fc,perm_remote
10.64.89.130,00:1a:4a:56:04:5d,perm_remote
10.64.89.131,00:1a:4a:56:00:fd,perm_remote
10.64.89.132,00:1a:4a:56:00:fb,perm_remote
10.64.89.134,00:1a:4a:56:04:5e,perm_remote
10.64.89.135,00:1a:4a:56:01:00,perm_remote
10.64.89.137,00:1a:4a:56:01:02,perm_remote
10.64.89.138,00:1a:4a:56:04:62,perm_remote
10.64.89.139,00:1a:4a:56:01:03,none
10.64.89.141,00:1a:4a:56:01:05,none
10.64.89.142,00:1a:4a:56:04:6b,perm_remote
10.64.89.143,00:1a:4a:56:01:04,perm_remote
10.64.89.144,00:1a:4a:56:01:06,perm_remote
10.64.89.146,00:1a:4a:56:04:73,perm_remote
10.64.89.147,00:1a:4a:56:01:07,perm_remote
10.64.89.149,00:1a:4a:56:01:08,perm_remote
10.64.89.150,00:1a:4a:56:04:72,perm_remote
10.64.89.151,00:1a:4a:56:01:09,perm_remote
10.64.89.153,00:1a:4a:56:01:0b,perm_remote
10.64.89.154,00:1a:4a:56:04:74,perm_remote
10.64.89.155,00:1a:4a:56:01:0a,perm_remote
10.64.89.157,00:1a:4a:56:01:0e,perm_remote
10.64.89.158,00:1a:4a:56:04:78,perm_remote
10.64.89.159,00:1a:4a:56:01:0f,perm_remote
10.64.89.160,00:1a:4a:56:01:10,perm_remote
10.64.89.162,00:1a:4a:56:04:7c,perm_remote
10.64.89.163,00:1a:4a:56:01:11,perm_remote
10.64.89.164,00:1a:4a:56:04:88,none
10.64.89.165,00:1a:4a:56:01:12,perm_remote
10.64.89.166,00:1a:4a:56:04:87,none
10.64.89.167,00:1a:4a:56:01:13,none
10.64.89.169,00:1a:4a:56:01:16,perm_remote
10.64.89.170,00:1a:4a:56:04:89,perm_remote
10.64.89.171,00:1a:4a:56:01:1e,perm_remote
10.64.89.173,00:1a:4a:56:01:23,perm_remote
10.64.89.174,00:1a:4a:56:04:8a,perm_remote
10.64.89.175,00:1a:4a:56:01:24,perm_remote
10.64.89.177,00:1a:4a:56:01:26,none
10.64.89.178,00:1a:4a:56:03:c4,perm_remote
10.64.89.179,00:1a:4a:56:01:2a,perm_remote
10.64.89.180,00:1a:4a:56:04:5b,perm_remote
10.64.89.181,00:1a:4a:56:00:c7,perm_remote
10.64.89.183,00:1a:4a:56:01:2e,perm_remote
10.64.89.184,00:1a:4a:56:04:79,none
10.64.89.185,00:1a:4a:56:01:2d,perm_remote
10.64.89.186,00:1a:4a:56:04:7a,perm_remote
10.64.89.187,00:1a:4a:56:01:30,none
10.64.89.189,00:1a:4a:56:01:32,perm_remote
10.64.89.190,00:1a:4a:56:04:5c,none
10.64.89.193,00:1a:4a:56:01:37,perm_remote
10.64.89.194,00:1a:4a:56:04:8e,none
10.64.89.195,00:1a:4a:56:01:39,none
10.64.89.198,00:1a:4a:56:04:90,perm_remote
10.64.89.199,00:1a:4a:56:00:5b,none
10.64.89.201,00:1a:4a:56:04:91,none
10.64.89.203,00:1a:4a:56:01:45,perm_remote
10.64.89.204,00:1a:4a:56:01:a5,perm_remote
10.64.89.205,00:1a:4a:56:01:49,perm_remote
10.64.89.206,00:1a:4a:56:04:94,perm_remote
10.64.89.207,00:1a:4a:56:01:4b,perm_remote
10.64.89.208,00:1a:4a:56:04:95,perm_remote
10.64.89.209,00:1a:4a:56:01:46,perm_remote
10.64.89.210,00:1a:4a:56:01:a9,none
10.64.89.211,00:1a:4a:56:01:4d,perm_remote
10.64.89.212,00:1a:4a:56:01:4e,none
10.64.89.213,00:1a:4a:56:01:84,perm_remote
10.64.89.215,00:1a:4a:56:01:4f,perm_remote
10.64.89.216,00:1a:4a:56:01:ad,perm_remote
10.64.89.217,00:1a:4a:56:01:51,none
10.64.89.219,00:1a:4a:56:01:52,perm_remote
10.64.89.220,00:1a:4a:56:01:ae,perm_remote
10.64.89.221,00:1a:4a:56:01:54,perm_remote
10.64.89.222,00:1a:4a:56:04:96,perm_remote
10.64.89.224,00:1a:4a:56:01:b8,perm_remote
10.64.89.225,00:1a:4a:56:01:57,none
10.64.89.227,00:1a:4a:56:01:59,perm_remote
10.64.89.228,00:1a:4a:56:01:bb,perm_remote
10.64.89.229,00:1a:4a:56:04:9d,perm_remote
10.64.89.230,00:1a:4a:56:01:ba,perm_remote
10.64.89.232,00:1a:4a:56:01:bc,perm_remote
10.64.89.233,00:1a:4a:56:01:66,perm_remote
10.64.89.234,00:1a:4a:56:00:96,none
10.64.89.235,00:1a:4a:56:01:71,perm_remote
10.64.89.236,00:1a:4a:56:04:9e,none
10.64.89.238,00:1a:4a:56:01:d8,none
10.64.89.240,00:1a:4a:56:04:a1,perm_remote
10.64.89.241,00:1a:4a:56:01:de,none
10.64.89.244,00:1a:4a:56:04:9f,perm_remote
10.64.89.245,00:1a:4a:56:01:ee,perm_remote
10.64.89.246,00:1a:4a:56:01:ec,perm_remote
10.64.89.248,00:1a:4a:56:04:a0,perm_remote
10.64.89.249,00:1a:4a:56:01:ed,none
10.64.89.251,00:1a:4a:56:01:ef,perm_remote
10.64.89.252,00:1a:4a:56:04:a4,none
10.64.89.253,00:1a:4a:56:01:f0,perm_remote
10.64.96.10,00:01:a4:ab:8c:1c,perm_remote
10.64.96.11,00:01:a4:ab:8c:83,none
10.64.96.50,00:25:b5:d3:02:98,perm_remote
10.64.96.51,00:1a:4a:56:43:f1,perm_remote
10.64.96.52,00:25:b5:d3:04:d2,perm_remote
10.64.96.53,00:01:a4:ab:97:3f,perm_remote
10.64.96.55,00:01:a4:ab:8c:d9,perm_remote
10.64.96.56,00:25:b5:d3:04:ca,none
10.64.96.57,00:01:a4:ab:8c:d8,perm_remote
10.64.96.58,00:01:a4:ab:94:d2,none
10.64.96.59,00:01:a4:ab:8c:d7,perm_remote
10.64.96.60,00:1a:4a:56:0d:25,perm_remote
10.64.96.61,00:01:a4:ab:8c:d6,none
10.64.96.63,00:01:a4:ab:8d:64,perm_remote
10.64.96.64,00:01:a4:ab:8c:d4,perm_remote
10.64.96.65,00:1a:4a:56:0d:11,perm_remote
10.64.96.66,00:25:b5:d3:04:1c,none
10.64.96.68,00:01:a4:ab:9c:5d,perm_remote
10.64.96.69,00:1a:4a:56:5c:23,none
10.64.96.71,00:01:a4:ab:8c:9b,none
10.64.96.72,00:01:a4:ab:8c:fb,none
10.64.96.74,00:1a:4a:56:00:6f,perm_remote
10.64.96.75,00:25:b5:d3:02:c4,perm_remote
10.64.96.76,00:01:a4:ab:8c:9c,none
10.64.96.77,00:01:a4:ab:99:93,perm_remote
10.64.96.78,00:01:a4:ab:8c:fc,none
10.64.96.79,00:01:a4:ab:97:40,none
10.64.96.80,00:01:a4:ab:8c:9d,none
10.64.96.81,00:01:a4:ab:99:29,perm_remote
10.64.96.82,00:01:a4:ab:8c:9e,none
10.64.96.83,00:01:a4:ab:91:d0,none
10.64.96.84,00:01:a4:ab:8c:fa,none
10.64.96.85,00:01:a4:ab:94:a2,none
10.64.96.86,00:01:a4:ab:8c:9f,perm_remote
10.64.96.87,00:01:a4:ab:99:00,none
10.64.96.88,00:01:a4:ab:8c:ff,perm_remote
10.64.96.89,00:01:a4:ab:97:6e,perm_remote
10.64.96.90,00:01:a4:ab:8c:ed,none
10.64.96.91,00:01:a4:ab:94:ed,perm_remote
10.64.96.92,00:01:a4:ab:8c:ee,perm_remote
10.64.96.93,00:01:a4:ab:94:a1,perm_remote
10.64.96.94,00:01:a4:ab:8c:ef,perm_remote
10.64.96.95,00:1a:4a:56:5c:43,none
10.64.96.96,00:01:a4:ab:8c:90,perm_remote
10.64.96.98,00:01:a4:ab:8c:92,none
10.64.96.100,00:01:a4:ab:8c:91,perm_remote
10.64.96.105,00:01:a4:ab:93:2a,perm_remote
10.64.96.112,00:01:a4:ab:8d:b3,none
10.64.96.114,00:01:a4:ab:8c:76,perm_remote
10.64.96.115,00:1a:4a:56:5c:95,perm_remote
10.64.96.116,00:01:a4:ab:8c:77,perm_remote
10.64.96.117,00:01:a4:ab:8d:b0,perm_remote
10.64.96.118,00:01:a4:ab:8c:5d,perm_remote
10.64.96.119,00:1a:4a:56:ea:a2,none
10.64.96.120,00:01:a4:ab:8c:5c,perm_remote
10.64.96.121,00:01:a4:ab:93:5d,perm_remote
10.64.96.122,00:01:a4:ab:8c:5f,none
10.64.96.124,00:01:a4:ab:8c:5e,none
10.64.96.125,00:01:a4:ab:9b:fd,perm_remote
10.64.96.126,00:01:a4:ab:99:4c,none
10.64.96.127,00:01:a4:ab:8c:29,none
10.64.96.128,00:1a:4a:56:e2:73,none
10.64.96.130,00:01:a4:ab:8c:08,perm_remote
10.64.96.131,00:01:a4:ab:93:5b,perm_remote
10.64.96.132,00:01:a4:ab:8c:b2,none
10.64.96.134,00:01:a4:ab:8c:69,perm_remote
10.64.96.135,00:01:a4:ab:98:94,none
10.64.96.136,00:01:a4:ab:8c:68,perm_remote
10.64.96.137,00:01:a4:ab:8e:e2,none
10.64.96.138,00:01:a4:ab:97:93,none
10.64.96.139,00:01:a4:ab:8c:84,perm_remote
10.64.96.140,00:01:a4:ab:8e:e1,perm_remote
10.64.96.141,00:1a:4a:56:e2:79,perm_remote
10.64.96.142,00:25:b5:d3:04:34,perm_remote
10.64.96.143,00:01:a4:ab:8c:6b,none
10.64.96.144,00:01:a4:ab:99:14,perm_remote
10.64.96.145,00:01:a4:ab:8c:6f,perm_remote
10.64.96.146,00:1a:4a:56:e2:66,perm_remote
10.64.96.147,00:01:a4:ab:8c:6e,perm_remote
10.64.96.148,00:1a:4a:56:5c:22,none
10.64.96.149,00:01:a4:ab:8c:6d,none
10.64.96.150,00:1a:4a:56:e2:67,perm_remote
10.64.96.151,00:1a:4a:56:5c:96,none
10.64.96.152,00:1a:4a:56:e2:68,perm_remote
10.64.96.155,00:1a:4a:56:ea:d8,perm_remote
10.64.96.158,00:01:a4:ab:97:18,perm_remote
10.64.96.159,00:01:a4:ab:93:53,perm_remote
10.64.96.160,00:01:a4:ab:97:0a,none
10.64.96.161,00:01:a4:ab:9b:a1,perm_remote
10.64.96.163,00:01:a4:ab:8c:49,perm_remote
10.64.96.164,00:01:a4:ab:90:1a,perm_remote
10.64.96.165,00:01:a4:ab:8c:48,perm_remote
10.64.96.166,00:1a:4a:56:0d:25,perm_remote
10.64.96.167,00:1a:4a:56:a4:8f,perm_remote
10.64.96.168,00:01:a4:ab:93:54,perm_remote
10.64.96.170,00:01:a4:ab:9b:a6,perm_remote
10.64.96.172,00:01:a4:ab:8d:b2,none
10.64.96.175,00:01:a4:ab:96:02,perm_remote
10.64.96.176,00:01:a4:ab:9b:a2,none
10.64.96.177,00:01:a4:ab:98:90,perm_remote
10.64.96.180,00:1a:4a:56:e2:82,none
10.64.96.181,00:01:a4:ab:94:cb,none
10.64.96.182,00:01:a4:ab:98:11,perm_remote
10.64.96.183,00:01:a4:ab:94:bd,none
10.64.96.184,00:01:a4:ab:9b:a3,none
10.64.96.185,00:01:a4:ab:8e:e0,perm_remote
10.64.96.186,00:25:b5:d3:04:ec,none
10.64.96.187,00:01:a4:ab:8e:e8,perm_remote
10.64.96.188,00:25:b5:d3:04:e4,none
10.64.96.189,00:01:a4:ab:93:25,perm_remote
10.64.96.191,00:01:a4:ab:93:26,none
10.64.96.192,00:25:b5:d3:03:b0,perm_remote
10.64.96.195,00:1a:4a:56:e2:6e,perm_remote
10.64.96.197,00:01:a4:ab:93:84,none
10.64.96.198,00:01:a4:ab:9c:9f,perm_remote
10.64.96.199,00:01:a4:ab:8d:da,none
10.64.96.203,00:01:a4:ab:93:10,perm_remote
10.64.96.215,00:01:a4:ab:97:89,perm_remote
10.64.96.216,00:1a:4a:56:e2:86,perm_remote
10.64.96.217,00:01:a4:ab:97:86,perm_remote
10.64.96.220,00:01:a4:ab:97:7c,none
10.64.96.222,00:01:a4:ab:99:3b,none
10.64.96.224,00:01:a4:ab:99:3c,none
10.64.96.225,00:01:a4:ab:97:87,perm_remote
10.64.96.227,00:01:a4:ab:99:48,perm_remote
10.64.96.236,00:25:b5:d3:05:98,none
10.64.96.238,00:1a:4a:56:e2:7a,none
10.64.96.240,00:01:a4:ab:f0:64,perm_remote
10.64.96.242,00:01:a4:ab:09:3d,none
10.64.96.243,00:1a:4a:56:18:1c,perm_remote
10.64.96.249,00:01:a4:ab:09:94,perm_remote
10.64.96.250,00:01:a4:ab:1a:00,perm_remote
10.64.96.251,00:01:a4:ab:99:41,perm_remote
10.64.96.253,00:1a:4a:56:b0:de,none
10.64.96.254,00:1a:4a:56:b0:ba,perm_remote
10.64.96.255,00:01:a4:ab:94:c0,perm_remote
10.64.97.0,00:1a:4a:56:e2:84,none
10.64.97.1,00:01:a4:ab:94:b9,perm_remote
10.64.97.2,00:01:a4:ab:8d:47,perm_remote
10.64.97.3,00:01:a4:ab:97:50,none
10.64.97.5,00:01:a4:ab:8f:df,perm_remote
10.64.97.8,00:01:a4:ab:f0:3a,none
10.64.97.10,00:01:a4:ab:94:b5,none
10.64.97.11,00:01:a4:ab:8f:de,perm_remote
10.64.97.12,00:01:a4:ab:97:53,perm_remote
10.64.97.14,00:01:a4:ab:97:58,none
10.64.97.15,00:01:a4:ab:96:55,none
10.64.97.16,00:01:a4:ab:97:59,none
10.64.97.17,00:01:a4:ab:8d:50,perm_remote
10.64.97.18,00:01:a4:ab:97:56,none
10.64.97.19,00:01:a4:ab:96:58,perm_remote
10.64.97.20,00:01:a4:ab:97:64,perm_remote
10.64.97.21,00:01:a4:ab:e9:eb,perm_remote
10.64.97.22,00:01:a4:ab:9c:72,none
10.64.97.23,00:01:a4:ab:97:65,perm_remote
10.64.97.24,00:1a:4a:56:e2:83,none
10.64.97.25,00:01:a4:ab:90:c7,perm_remote
10.64.97.28,00:1a:4a:56:e2:7e,perm_remote
10.64.97.31,00:01:a4:ab:e9:e6,none
10.64.97.32,00:1a:4a:56:b0:ea,none
10.64.97.33,00:1a:4a:56:18:21,perm_remote
10.64.97.34,00:1a:4a:56:b0:c7,none
10.64.97.36,00:01:a4:ab:1a:41,none
10.64.97.37,00:25:b5:d3:04:16,perm_remote
10.64.97.38,00:25:b5:d3:04:2c,perm_remote
10.64.97.39,00:1a:4a:56:a4:37,none
10.64.97.40,00:1a:4a:56:ea:e9,none
10.64.97.41,00:1a:4a:56:b0:ed,none
10.64.97.42,00:01:a4:ab:1a:1e,perm_remote
10.64.97.43,00:1a:4a:56:ea:e8,none
10.64.97.44,00:1a:4a:56:e2:39,none
10.64.97.45,00:1a:4a:56:ea:e4,perm_remote
10.64.97.47,00:1a:4a:56:ea:e3,perm_remote
10.64.97.48,00:1a:4a:56:ea:da,none
10.64.97.50,00:1a:4a:56:ea:e6,none
10.64.97.51,00:25:b5:d3:04:16,perm_remote
10.64.97.52,00:25:b5:d3:04:2c,perm_remote
10.64.97.53,00:1a:4a:56:ea:e5,perm_remote
10.64.97.54,00:1a:4a:56:e2:37,none
10.64.97.55,00:1a:4a:56:e2:01,perm_remote
10.64.97.56,00:1a:4a:56:ea:bf,perm_remote
10.64.97.58,00:1a:4a:56:e8:9c,perm_remote
10.64.97.59,00:1a:4a:56:e2:02,none
10.64.97.61,00:25:b5:d3:04:16,perm_remote
10.64.97.62,00:25:b5:d3:04:16,perm_remote
10.64.97.63,00:25:b5:d3:04:2c,perm_remote
10.64.97.64,00:1a:4a:56:e2:36,none
10.64.97.66,00:1a:4a:56:e2:35,perm_remote
10.64.97.68,00:1a:4a:56:e2:34,perm_remote
10.64.97.70,00:1a:4a:56:e2:33,perm_remote
10.64.97.71,00:01:a4:ab:f0:71,none
10.64.97.72,00:1a:4a:56:e2:32,perm_remote
10.64.97.73,00:1a:4a:56:5c:d6,perm_remote
10.64.97.74,00:01:a4:ab:1a:4f,perm_remote
10.64.97.75,00:1a:4a:56:43:5b,none
10.64.97.76,00:01:a4:ab:09:2c,none
10.64.97.77,00:1a:4a:56:43:75,perm_remote
10.64.97.78,00:1a:4a:56:e2:0f,perm_remote
10.64.97.79,00:1a:4a:56:e2:24,perm_remote
10.64.97.80,00:1a:4a:56:e2:35,perm_remote
10.64.97.81,00:1a:4a:56:e8:9c,perm_remote
10.64.97.82,00:1a:4a:56:e8:9c,perm_remote
10.64.97.83,00:1a:4a:56:e8:9c,perm_remote
10.64.97.84,00:1a:4a:56:e2:36,none
10.64.97.85,00:1a:4a:56:e2:36,none
10.64.97.86,00:1a:4a:56:e2:39,none
10.64.97.87,00:1a:4a:56:c6:eb,none
10.64.97.88,00:1a:4a:56:3e:c3,none
10.64.97.89,00:1a:4a:56:5c:ce,perm_remote
10.64.97.90,00:01:a4:ab:f0:70,none
10.64.97.91,00:1a:4a:56:43:74,perm_remote
10.64.97.92,00:01:a4:ab:53:a1,none
10.64.97.93,00:1a:4a:56:43:71,none
10.64.97.94,00:01:a4:ab:53:a0,none
10.64.97.95,00:01:a4:ab:f0:39,perm_remote
10.64.97.96,00:01:a4:ab:09:4d,none
10.64.97.97,00:1a:4a:56:3e:b8,perm_remote
10.64.97.100,00:1a:4a:56:5c:cf,perm_remote
10.64.97.102,00:1a:4a:56:c6:ee,perm_remote
10.64.97.103,00:1a:4a:56:5c:c5,none
10.64.97.105,00:1a:4a:56:e2:0d,none
10.64.97.106,00:01:a4:ab:f0:72,perm_remote
10.64.97.107,00:1a:4a:56:e2:50,none
10.64.97.109,00:01:a4:ab:9c:b8,none
10.64.97.110,00:1a:4a:56:43:6c,perm_remote
10.64.97.111,00:01:a4:ab:f0:2c,none
10.64.97.112,00:1a:4a:56:e8:79,none
10.64.97.113,00:1a:4a:56:e8:78,none
10.64.97.114,00:1a:4a:56:43:6d,perm_remote
10.64.97.115,00:1a:4a:56:5c:c6,perm_remote
10.64.97.119,00:1a:4a:56:43:67,none
10.64.97.123,00:1a:4a:56:5c:a1,perm_remote
10.64.97.125,00:25:b5:d3:04:e8,none
10.64.97.126,00:01:a4:ab:e9:b3,none
10.64.97.127,00:1a:4a:56:e8:52,none
10.64.97.128,00:1a:4a:56:43:6a,perm_remote
10.64.97.129,00:1a:4a:56:e8:54,none
10.64.97.131,00:1a:4a:56:5c:c7,perm_remote
10.64.97.132,00:1a:4a:56:5c:c8,perm_remote
10.64.97.133,00:1a:4a:56:b0:a0,none
10.64.97.135,00:1a:4a:56:43:6b,perm_remote
10.64.97.136,00:01:a4:ab:09:04,perm_remote
10.64.97.137,00:1a:4a:56:c6:f4,none
10.64.97.138,00:1a:4a:56:c6:f7,perm_remote
10.64.97.140,00:1a:4a:56:3e:d1,perm_remote
10.64.97.141,00:1a:4a:56:5c:9c,perm_remote
10.64.97.143,00:1a:4a:56:5c:a7,perm_remote
10.64.97.144,00:1a:4a:56:3e:d0,perm_remote
10.64.97.145,00:1a:4a:56:5c:2f,perm_remote
10.64.97.147,00:1a:4a:56:c6:f1,perm_remote
