ip,mac,flag
10.248.64.202,00:1b:21:96:11:48,none
10.248.64.203,00:1b:21:6a:5a:48,none
10.248.64.204,00:1b:21:6a:5a:48,none
10.248.64.205,00:1b:21:6a:5a:48,none
10.248.64.206,00:1b:21:6a:5a:48,none
10.248.64.207,00:1b:21:6a:5a:48,none
10.248.64.208,00:1b:21:6a:5a:48,none
10.248.64.209,00:1b:21:6a:5a:48,none
10.248.64.210,00:1b:21:6a:5a:48,none
10.248.64.216,84:2b:2b:13:62:18,perm_remote
10.248.64.217,00:1b:21:6a:5a:48,none
10.248.64.218,00:1b:21:6a:5a:48,none
10.248.64.219,00:1b:21:6a:5a:48,none
10.248.64.221,00:1b:21:6a:5a:48,none
10.248.64.224,00:1b:21:91:c9:38,perm_remote
10.248.64.225,00:1b:21:91:ce:b4,none
10.248.64.229,00:1b:21:91:c6:50,perm_remote
10.248.64.230,00:1b:21:98:82:50,perm_remote
10.248.64.231,00:1b:21:98:63:40,perm_remote
10.248.64.232,00:1b:21:98:66:c8,perm_remote
10.248.64.233,00:1b:21:98:82:a0,perm_remote
10.248.64.234,00:1b:21:98:7f:88,perm_remote
10.248.64.235,00:1b:21:98:83:40,perm_remote
10.248.64.236,00:1b:21:98:63:68,perm_remote
10.248.64.237,00:1b:21:98:82:30,perm_remote
10.248.64.238,00:1b:21:98:82:98,perm_remote
10.248.64.239,00:1b:21:6a:5a:48,none
10.248.64.240,00:1b:21:6a:5a:48,none
10.248.64.242,00:1b:21:6a:5a:48,none
10.248.64.243,00:1b:21:6a:5a:48,none
10.248.64.246,00:1b:21:91:be:bc,perm_remote
10.248.64.247,00:1b:21:91:bf:30,perm_remote
10.248.64.248,00:1b:21:6a:57:48,none
10.248.64.249,00:1b:21:6a:5a:48,none
10.248.64.250,00:1b:21:91:ca:fc,perm_remote
10.248.64.251,00:1b:21:91:c9:3c,perm_remote
10.248.64.252,00:1b:21:91:c9:34,perm_remote
10.248.64.253,00:1b:21:91:c5:24,perm_remote
10.248.64.254,00:1b:21:91:c4:dc,perm_remote
10.248.65.28,a0:36:9f:08:01:14,none
10.248.65.35,00:1b:21:75:03:98,none
10.248.65.36,00:1b:21:75:07:08,perm_remote
10.248.65.48,a0:36:9f:08:03:f4,none
10.248.65.53,78:45:c4:f2:89:21,none
10.248.65.58,78:45:c4:f2:8d:95,perm_remote
10.248.65.60,00:30:6e:06:e4:f2,perm_remote
10.248.65.72,00:19:b9:ea:c0:13,perm_remote
10.248.65.166,a0:36:9f:08:01:14,none
10.248.65.167,a0:36:9f:08:01:14,none
10.248.65.170,84:2b:2b:08:51:ef,none
10.248.65.171,84:2b:2b:08:52:42,none
10.248.65.195,a0:36:9f:07:fb:70,perm_remote
10.248.65.196,78:45:c4:f2:8d:77,none
10.248.65.202,00:30:6e:06:f5:e2,perm_remote
10.248.65.220,00:e0:86:16:ea:4b,none
10.248.65.249,a0:36:9f:07:f6:c2,none
10.248.65.252,00:1a:4b:0b:78:c9,none
10.248.65.253,78:45:c4:f2:8a:9f,perm_remote
10.248.66.10,00:1b:21:98:37:a0,perm_remote
10.248.66.11,90:e2:ba:01:71:e4,none
10.248.66.12,00:1b:21:96:17:68,perm_remote
10.248.66.13,90:e2:ba:01:71:e4,none
10.248.66.14,90:e2:ba:01:71:e4,none
10.248.66.15,00:1b:21:96:17:68,perm_remote
10.248.66.16,00:1a:4a:a8:89:74,none
10.248.66.17,00:1a:4a:a8:89:79,none
10.248.66.21,64:00:f1:6b:af:a9,none
10.248.66.22,00:1a:4a:a8:86:1a,perm_remote
10.248.66.23,00:1a:4a:a8:7e:13,none
10.248.66.26,00:1b:21:72:3e:38,none
10.248.66.27,00:1a:4a:a8:83:24,perm_remote
10.248.66.31,84:2b:2b:49:30:30,none
10.248.66.32,00:04:23:e5:8a:2b,none
10.248.66.33,00:1a:4a:a8:83:23,none
10.248.66.35,00:1a:4a:a8:86:45,none
10.248.66.36,00:1a:4a:a8:88:4b,perm_remote
10.248.66.41,90:e2:ba:02:b4:d0,perm_remote
10.248.66.42,90:e2:ba:02:b5:18,perm_remote
10.248.66.47,00:1a:4a:a8:7e:02,none
10.248.66.48,00:1a:4a:a8:7e:0b,none
10.248.66.49,00:1a:4a:a8:7e:0c,perm_remote
10.248.66.59,00:1b:21:98:83:50,perm_remote
10.248.66.60,00:1a:4a:a8:88:43,perm_remote
10.248.66.65,00:1a:4a:a8:7a:1c,none
10.248.66.66,00:1a:4a:a8:7a:1a,perm_remote
10.248.66.67,00:1a:4a:a8:86:1c,none
10.248.66.68,00:1b:21:72:3d:a8,none
10.248.66.69,84:2b:2b:49:33:67,perm_remote
10.248.66.70,00:1b:21:96:8d:30,perm_remote
10.248.66.71,78:2b:cb:18:37:91,none
10.248.66.72,00:1a:4a:a8:86:1f,perm_remote
10.248.66.73,00:1a:4a:a8:86:1e,perm_remote
10.248.66.84,00:1a:4a:a8:7e:14,perm_remote
10.248.66.85,00:1a:4a:a8:88:41,none
10.248.66.86,00:1a:4a:a8:86:36,perm_remote
10.248.66.87,00:1a:4a:a8:7e:16,perm_remote
10.248.66.88,00:1a:4a:a8:88:45,none
10.248.66.89,00:1a:4a:a8:88:42,perm_remote
10.248.66.90,00:1a:4a:a8:7e:17,none
10.248.66.91,00:1a:4a:a8:86:35,none
10.248.66.96,00:1a:4a:a8:7e:0e,none
10.248.66.98,00:19:b9:ea:de:f8,none
10.248.66.99,00:1a:4a:a8:86:44,none
10.248.66.100,00:1a:4a:a8:88:60,perm_remote
10.248.66.101,00:24:e8:70:a1:2c,perm_remote
10.248.66.102,00:10:18:ac:e1:c2,perm_remote
10.248.66.103,00:10:18:ac:e1:c2,perm_remote
10.248.66.104,00:10:18:a0:e4:7e,perm_remote
10.248.66.105,00:1e:c9:e3:2d:cd,perm_remote
10.248.66.108,00:1b:21:96:15:b0,perm_remote
10.248.66.110,00:1b:21:98:84:08,none
10.248.66.116,00:1e:c9:e3:2d:cd,perm_remote
10.248.66.117,00:1e:c9:e3:2f:44,perm_remote
10.248.66.118,00:1a:4a:a8:86:1b,perm_remote
10.248.66.119,00:1a:4a:a8:88:40,none
10.248.66.127,00:1b:21:96:cc:a0,none
10.248.66.128,78:2b:cb:18:3b:c8,none
10.248.66.129,00:1b:21:96:8e:c0,perm_remote
10.248.66.130,78:2b:cb:15:1e:9c,perm_remote
10.248.66.137,00:1a:4a:a8:7e:85,perm_remote
10.248.66.138,00:1a:4a:a8:7e:82,none
10.248.66.140,00:1a:4a:a8:88:31,none
10.248.66.141,00:1a:4a:a8:86:47,perm_remote
10.248.66.142,00:1a:4a:a8:88:4d,none
10.248.66.143,00:1a:4a:a8:88:2e,perm_remote
10.248.66.144,00:1a:4a:a8:7e:26,none
10.248.66.145,00:1a:4a:a8:88:2d,none
10.248.66.147,00:1a:4a:a8:88:46,perm_remote
10.248.66.149,00:1b:21:96:19:a0,perm_remote
10.248.66.150,00:1a:4a:a8:88:66,perm_remote
10.248.66.151,00:1a:4a:a8:7e:0d,perm_remote
10.248.66.152,00:1a:4a:a8:88:4a,perm_remote
10.248.66.153,00:1a:4a:a8:86:1d,none
10.248.66.154,00:1a:4a:a8:86:38,none
10.248.66.157,00:07:43:0a:95:5c,perm_remote
10.248.66.158,00:07:43:0a:93:7c,none
10.248.66.159,00:07:43:0a:95:5d,perm_remote
10.248.66.160,00:07:43:0a:93:7d,none
10.248.66.167,00:25:90:e5:94:76,none
10.248.66.168,00:25:90:e3:77:08,perm_remote
10.248.66.169,00:25:90:e2:9a:60,perm_remote
10.248.66.170,00:25:90:e5:94:77,none
10.248.66.171,00:25:90:e3:77:09,perm_remote
10.248.66.172,00:25:90:e2:9a:61,perm_remote
10.248.66.173,00:1a:4a:a8:88:47,perm_remote
10.248.66.174,00:1a:4a:a8:88:49,none
10.248.66.175,00:1a:4a:a8:7e:19,perm_remote
10.248.66.176,00:1a:4a:a8:86:39,none
10.248.66.177,00:1a:4a:a8:88:4e,perm_remote
10.248.66.178,00:1a:4a:a8:7e:2d,perm_remote
10.248.66.179,00:1a:4a:a8:88:4f,perm_remote
10.248.66.181,00:1a:4a:a8:7e:2c,perm_remote
10.248.66.182,00:1a:4a:a8:88:61,none
10.248.66.184,90:e2:ba:01:71:e4,none
10.248.66.185,00:1b:21:96:17:68,perm_remote
10.248.66.201,00:1a:4a:a8:89:62,perm_remote
10.248.66.202,00:1a:4a:a8:89:59,none
10.248.66.203,00:1a:4a:a8:88:4c,none
10.248.66.214,00:1a:4a:a8:7e:21,perm_remote
10.248.66.215,00:1a:4a:a8:7e:2a,none
10.248.66.216,00:1a:4a:a8:7e:20,perm_remote
10.248.66.217,00:1a:4a:a8:7e:2f,none
10.248.66.218,00:1a:4a:a8:7e:0a,none
10.248.66.221,00:25:90:e5:94:76,none
10.248.66.223,00:25:90:e2:9a:60,perm_remote
10.248.66.224,00:25:90:e2:9a:61,perm_remote
10.248.66.225,00:25:90:e3:77:08,perm_remote
10.248.66.230,00:25:90:e5:94:76,none
10.248.66.231,00:25:90:e5:94:77,none
10.248.66.232,00:25:90:e3:77:09,perm_remote
10.248.66.240,00:1b:21:98:65:20,none
10.248.66.244,00:1a:4a:a8:7e:15,perm_remote
10.248.66.245,00:1a:4a:a8:88:44,perm_remote
10.248.66.247,00:1a:4a:a8:7e:18,perm_remote
10.248.66.251,84:2b:2b:76:51:cd,perm_remote
10.248.67.21,a0:36:9f:08:07:4c,perm_remote
10.248.67.22,78:45:c4:f2:8d:9d,perm_remote
10.248.67.23,a0:36:9f:08:04:b4,perm_remote
10.248.67.24,78:45:c4:f2:8d:6b,none
10.248.67.25,a0:36:9f:07:f6:c4,perm_remote
10.248.67.26,78:45:c4:f2:8b:3b,perm_remote
10.248.67.27,a0:36:9f:08:05:b4,perm_remote
10.248.67.28,78:45:c4:f2:8d:4d,perm_remote
10.248.67.29,a0:36:9f:07:f6:70,perm_remote
10.248.67.30,78:45:c4:f2:15:50,perm_remote
10.248.67.31,a0:36:9f:07:f3:34,none
10.248.67.32,78:45:c4:f2:2c:42,perm_remote
10.248.67.56,50:0f:80:60:15:3f,perm_remote
10.248.67.57,50:0f:80:60:15:4b,perm_remote
10.248.67.81,90:e2:ba:04:6c:78,none
10.248.67.82,90:e2:ba:04:3d:18,perm_remote
10.248.67.101,00:10:18:da:06:ce,perm_remote
10.248.67.102,d4:ae:52:e6:db:d2,perm_remote
10.248.67.103,a0:36:9f:2e:c2:ce,perm_remote
10.248.67.104,a0:36:9f:2e:c2:ce,perm_remote
10.248.67.106,a0:36:9f:2e:c2:ce,perm_remote
10.248.67.107,a0:36:9f:11:96:8c,none
10.248.67.108,00:60:48:27:d0:a6,none
10.248.68.23,84:2b:2b:24:2c:f0,none
10.248.68.24,84:2b:2b:24:49:6d,none
10.248.68.25,84:2b:2b:24:2c:f0,none
10.248.68.26,84:2b:2b:24:49:6d,none
10.248.68.27,84:2b:2b:24:2c:f0,none
10.248.68.34,00:1b:21:74:b6:38,none
10.248.68.35,00:1b:21:74:f8:18,perm_remote
10.248.68.94,84:2b:2b:24:2c:f0,none
10.248.68.95,84:2b:2b:24:49:6d,none
10.248.68.121,00:1b:21:74:b6:38,none
10.248.68.122,00:1b:21:74:f8:18,perm_remote
10.248.68.123,84:2b:2b:24:58:d1,none
10.248.68.124,00:1b:21:74:f8:18,perm_remote
10.248.68.125,00:1b:21:74:b6:38,none
10.248.68.126,00:1b:21:74:f8:18,perm_remote
10.248.69.21,8c:60:4f:9c:3e:01,none
10.248.69.22,8c:60:4f:9c:3c:01,perm_remote
10.248.69.23,8c:60:4f:9c:3c:01,none
10.248.69.31,8c:60:4f:9c:3c:01,none
10.248.69.32,8c:60:4f:9c:3c:01,none
10.248.69.33,8c:60:4f:9c:3c:01,none
10.248.69.34,8c:60:4f:9c:3c:01,none
10.248.69.35,8c:60:4f:9c:3c:01,none
10.248.69.36,8c:60:4f:9c:3c:01,none
10.248.69.37,8c:60:4f:9c:3c:01,none
10.248.69.38,8c:60:4f:9c:3c:01,none
10.248.69.39,8c:60:4f:9c:3c:01,none
10.248.69.40,8c:60:4f:9c:3c:01,none
10.248.69.41,8c:60:4f:9c:3c:01,none
10.248.69.42,8c:60:4f:9c:3c:01,none
10.248.69.43,8c:60:4f:9c:3c:01,none
10.248.69.44,8c:60:4f:9c:3c:01,none
10.248.69.45,8c:60:4f:9c:3c:01,none
10.248.69.46,8c:60:4f:9c:3c:01,none
10.248.69.47,8c:60:4f:9c:3c:01,none
10.248.69.48,8c:60:4f:9c:3c:01,none
10.248.69.49,8c:60:4f:9c:3c:01,none
10.248.69.50,8c:60:4f:9c:3c:01,none
10.248.69.51,8c:60:4f:9c:3c:01,none
10.248.69.52,8c:60:4f:9c:3c:01,none
10.248.69.53,8c:60:4f:9c:3c:01,none
10.248.69.54,8c:60:4f:9c:3c:01,none
10.248.69.55,8c:60:4f:9c:3c:01,none
10.248.69.56,8c:60:4f:9c:3c:01,none
10.248.69.57,8c:60:4f:9c:3c:01,none
10.248.69.58,8c:60:4f:9c:3c:01,none
10.248.69.59,8c:60:4f:9c:3c:01,none
10.248.69.60,8c:60:4f:9c:3c:01,none
10.248.69.61,8c:60:4f:9c:3c:01,none
10.248.69.62,8c:60:4f:9c:3c:01,none
10.248.69.63,8c:60:4f:9c:3c:01,none
10.248.69.64,8c:60:4f:9c:3c:01,none
10.248.69.65,8c:60:4f:9c:3c:01,none
10.248.69.66,8c:60:4f:9c:3c:01,none
10.248.69.67,8c:60:4f:9c:3c:01,none
10.248.69.68,8c:60:4f:9c:3c:01,none
10.248.69.69,8c:60:4f:9c:3c:01,none
10.248.69.70,8c:60:4f:9c:3c:01,none
10.248.69.71,8c:60:4f:9c:3c:01,none
10.248.69.72,8c:60:4f:9c:3c:01,none
10.248.69.73,8c:60:4f:9c:3c:01,none
10.248.69.74,8c:60:4f:9c:3c:01,none
10.248.69.75,8c:60:4f:9c:3c:01,none
10.248.69.76,8c:60:4f:9c:3c:01,none
10.248.69.77,8c:60:4f:9c:3c:01,none
10.248.69.78,8c:60:4f:9c:3c:01,none
10.248.69.79,8c:60:4f:9c:3c:01,none
10.248.69.80,8c:60:4f:9c:3c:01,none
10.248.69.81,8c:60:4f:9c:3c:01,none
10.248.69.82,8c:60:4f:9c:3c:01,none
10.248.69.83,8c:60:4f:9c:3c:01,none
10.248.69.84,8c:60:4f:9c:3c:01,none
10.248.69.85,8c:60:4f:9c:3c:01,none
10.248.69.86,8c:60:4f:9c:3c:01,none
10.248.69.87,8c:60:4f:9c:3c:01,none
10.248.69.88,8c:60:4f:9c:3c:01,none
10.248.69.89,8c:60:4f:9c:3c:01,none
10.248.69.91,8c:60:4f:9c:3c:01,none
10.248.69.92,8c:60:4f:9c:3c:01,none
10.248.69.93,8c:60:4f:9c:3c:01,none
10.248.69.94,8c:60:4f:9c:3c:01,none
10.248.69.95,8c:60:4f:9c:3c:01,none
10.248.69.96,8c:60:4f:9c:3c:01,none
10.248.69.97,8c:60:4f:9c:3c:01,none
10.248.69.98,8c:60:4f:9c:3c:01,none
10.248.69.99,8c:60:4f:9c:3c:01,none
10.248.69.100,8c:60:4f:9c:3c:01,none
10.248.69.101,8c:60:4f:9c:3c:01,none
10.248.69.102,8c:60:4f:9c:3e:01,none
10.248.69.104,8c:60:4f:9c:3c:01,none
10.248.69.105,8c:60:4f:9c:3c:01,none
10.248.69.106,8c:60:4f:9c:3c:01,none
10.248.69.107,8c:60:4f:9c:3c:01,none
10.248.83.10,00:1a:4a:a8:7e:97,none
10.248.83.11,00:1a:4a:a8:7e:07,none
10.248.83.12,00:1a:4a:a8:88:12,perm_remote
10.248.83.17,00:1a:4a:a8:80:b6,none
10.248.83.18,00:1a:4a:a8:80:b0,perm_remote
10.248.83.19,00:1a:4a:a8:85:db,perm_remote
10.248.83.20,00:1a:4a:a8:7a:14,none
10.248.83.25,00:1a:4a:a8:7a:33,perm_remote
10.248.83.26,00:1a:4a:a8:7a:34,none
10.248.83.27,00:1a:4a:a8:7a:35,none
10.248.83.28,00:1a:4a:a8:7a:36,perm_remote
10.248.83.29,00:1a:4a:a8:7a:37,perm_remote
10.248.83.30,00:1a:4a:a8:7a:38,none
10.248.83.33,00:1a:4a:a8:7a:99,none
10.248.83.34,00:1a:4a:a8:7a:9a,perm_remote
10.248.83.35,00:1a:4a:a8:7a:9b,perm_remote
10.248.83.36,00:1a:4a:a8:7a:9c,none
10.248.83.38,00:1a:4a:a8:7a:9e,perm_remote
10.248.83.39,00:1a:4a:a8:7a:ad,none
10.248.83.40,00:1a:4a:a8:7a:ae,perm_remote
10.248.83.41,00:1a:4a:a8:7a:af,perm_remote
10.248.83.42,00:1a:4a:a8:7a:b0,none
10.248.83.43,00:1a:4a:a8:7a:b4,none
10.248.83.44,00:1a:4a:a8:7a:b3,perm_remote
10.248.83.49,00:1a:4a:a8:7a:bf,perm_remote
10.248.83.50,00:1a:4a:a8:7a:2f,perm_remote
10.248.83.51,00:1a:4a:a8:7a:30,none
10.248.83.52,00:1a:4a:a8:7a:4b,perm_remote
10.248.83.53,00:1a:4a:a8:7a:4c,none
10.248.83.56,00:1a:4a:a8:7a:a6,perm_remote
10.248.83.57,00:1a:4a:a8:7a:a7,perm_remote
10.248.83.58,00:1a:4a:a8:83:81,perm_remote
10.248.83.59,00:1a:4a:a8:83:82,none
10.248.83.60,00:1a:4a:a8:7a:c2,perm_remote
10.248.83.61,00:1a:4a:a8:7a:c3,perm_remote
10.248.83.62,00:1a:4a:a8:7a:c0,none
10.248.83.63,00:1a:4a:a8:7a:c1,none
10.248.83.66,00:1a:4a:a8:7a:c8,none
10.248.83.67,00:1a:4a:a8:7a:c9,none
10.248.83.68,00:1a:4a:a8:7a:ca,perm_remote
10.248.83.69,00:1a:4a:a8:7a:cb,perm_remote
10.248.83.70,00:1a:4a:a8:7a:cc,none
10.248.83.71,00:1a:4a:a8:7a:ce,perm_remote
10.248.83.72,00:1a:4a:a8:7a:cf,perm_remote
10.248.83.73,00:1a:4a:a8:7a:d0,none
10.248.83.76,00:1a:4a:a8:7a:d6,perm_remote
10.248.83.77,00:1a:4a:a8:7a:d5,none
10.248.83.78,00:1a:4a:a8:7a:ea,perm_remote
10.248.83.79,00:1a:4a:a8:7a:eb,perm_remote
10.248.83.80,00:1a:4a:a8:7a:fd,none
10.248.83.81,00:1a:4a:a8:7a:fc,none
10.248.83.82,00:1a:4a:a8:7a:06,perm_remote
10.248.83.83,00:1a:4a:a8:7a:08,none
10.248.83.84,00:1a:4a:a8:7a:f4,none
10.248.83.85,00:1a:4a:a8:7a:f5,none
10.248.83.86,00:1a:4a:a8:7a:f6,perm_remote
10.248.83.87,00:1a:4a:a8:7a:f7,perm_remote
10.248.83.88,00:1a:4a:a8:7a:f8,none
10.248.83.89,00:1a:4a:a8:7b:00,none
10.248.83.90,00:1a:4a:a8:7b:01,none
10.248.83.91,00:1a:4a:a8:7b:02,perm_remote
10.248.83.92,00:1a:4a:a8:7b:03,perm_remote
10.248.83.101,00:1a:4a:a8:7a:07,perm_remote
10.248.83.102,00:1a:4a:a8:7b:0c,none
10.248.83.103,00:1a:4a:a8:7b:22,perm_remote
10.248.83.104,00:1a:4a:a8:7b:23,perm_remote
10.248.83.105,00:1a:4a:a8:7b:2a,perm_remote
10.248.83.106,00:1a:4a:a8:7b:2b,perm_remote
10.248.83.107,00:1a:4a:a8:7b:2c,none
10.248.83.108,00:1a:4a:a8:88:bd,perm_remote
10.248.83.109,00:1a:4a:a8:88:be,perm_remote
10.248.83.110,00:1a:4a:a8:7b:35,none
10.248.83.111,00:1a:4a:a8:7b:36,perm_remote
10.248.83.112,00:1a:4a:a8:7b:3b,perm_remote
10.248.83.114,00:1a:4a:a8:7b:3d,none
10.248.83.115,00:1a:4a:a8:88:ea,perm_remote
10.248.83.117,00:1a:4a:a8:7b:43,perm_remote
10.248.83.118,00:1a:4a:a8:7b:44,none
10.248.83.121,00:1a:4a:a8:7b:4a,perm_remote
10.248.83.122,00:1a:4a:a8:7b:4b,perm_remote
10.248.83.123,00:1a:4a:a8:7b:4c,perm_remote
10.248.83.124,00:1a:4a:a8:7b:4d,none
10.248.83.125,00:1a:4a:a8:80:da,perm_remote
10.248.83.126,00:1a:4a:a8:88:77,perm_remote
10.248.83.127,00:1a:4a:a8:88:c0,none
10.248.83.128,00:1a:4a:a8:88:af,perm_remote
10.248.83.129,00:1a:4a:a8:88:ab,perm_remote
10.248.83.130,00:1a:4a:a8:88:ae,perm_remote
10.248.83.132,00:1a:4a:a8:85:c0,none
10.248.83.133,00:1a:4a:a8:80:d8,perm_remote
10.248.83.134,00:1a:4a:a8:80:cf,perm_remote
10.248.83.135,00:1a:4a:a8:85:d5,perm_remote
10.248.83.136,00:1a:4a:a8:80:ca,none
10.248.83.139,00:1a:4a:a8:85:ca,perm_remote
10.248.83.140,00:1a:4a:a8:88:fc,none
10.248.83.141,00:1a:4a:a8:88:cf,perm_remote
10.248.83.142,00:1a:4a:a8:88:fb,perm_remote
10.248.83.143,00:1a:4a:a8:88:ce,perm_remote
10.248.83.144,00:1a:4a:a8:88:fe,perm_remote
10.248.83.145,00:1a:4a:a8:88:cd,none
10.248.83.147,00:1a:4a:a8:88:cc,none
10.248.83.148,00:1a:4a:a8:88:d9,perm_remote
10.248.83.149,00:1a:4a:a8:88:cb,perm_remote
10.248.83.151,00:1a:4a:a8:88:ca,perm_remote
10.248.83.154,00:1a:4a:a8:88:d3,perm_remote
10.248.83.155,00:1a:4a:a8:88:e3,perm_remote
10.248.83.168,00:1a:4a:a8:83:16,none
10.248.83.169,00:1a:4a:a8:83:21,perm_remote
10.248.83.177,00:1a:4a:a8:85:cc,none
10.248.83.178,00:1a:4a:a8:85:ce,perm_remote
10.248.83.180,00:1a:4a:a8:88:88,none
10.248.83.192,00:1a:4a:a8:88:82,perm_remote
10.248.83.193,00:1a:4a:a8:85:d1,none
10.248.83.194,00:1a:4a:a8:85:d3,perm_remote
10.248.83.195,00:1a:4a:a8:88:80,none
10.248.83.196,00:1a:4a:a8:85:d2,perm_remote
10.248.83.197,00:1a:4a:a8:88:81,none
10.248.83.199,00:1a:4a:a8:80:cd,perm_remote
10.248.83.201,00:1a:4a:a8:85:bd,none
10.248.83.202,00:1a:4a:a8:80:e7,none
10.248.83.203,00:1a:4a:a8:85:d8,none
10.248.83.204,00:1a:4a:a8:88:76,perm_remote
10.248.83.205,00:1a:4a:a8:88:6a,perm_remote
10.248.83.206,00:1a:4a:a8:88:74,none
10.248.83.209,00:1a:4a:a8:80:d9,perm_remote
10.248.83.210,00:1a:4a:a8:88:75,none
10.248.83.211,00:1a:4a:a8:80:e5,perm_remote
10.248.83.212,00:1a:4a:a8:88:70,none
10.248.83.213,00:1a:4a:a8:80:ad,perm_remote
10.248.83.214,00:1a:4a:a8:80:ab,none
10.248.83.215,00:1a:4a:a8:88:73,perm_remote
10.248.83.216,00:1a:4a:a8:88:78,none
10.248.83.217,00:1a:4a:a8:85:be,perm_remote
10.248.83.223,00:1a:4a:a8:88:6d,none
10.248.83.224,00:1a:4a:a8:80:e8,perm_remote
10.248.83.237,00:1a:4a:a8:88:f2,perm_remote
10.248.83.238,00:1a:4a:a8:88:f3,perm_remote
10.248.83.241,00:1a:4a:a8:80:e3,none
10.248.83.242,00:1a:4a:a8:88:6f,perm_remote
10.248.83.249,00:1a:4a:a8:88:93,perm_remote
10.248.83.250,00:1a:4a:a8:88:ba,perm_remote
10.248.83.251,00:1a:4a:a8:88:01,perm_remote
10.248.83.252,00:1a:4a:a8:88:00,none
10.248.87.127,00:60:16:10:17:57,none
10.248.87.128,00:60:16:0f:fe:2e,perm_remote
10.248.89.21,a0:36:9f:4b:41:98,perm_remote
10.248.90.20,00:1a:4a:a8:86:19,none
10.248.90.21,00:1a:4a:a8:88:69,none
10.248.90.22,00:1a:4a:a8:88:1b,perm_remote
10.248.90.23,00:1a:4a:a8:88:1e,perm_remote
10.248.90.24,00:1a:4a:a8:88:1f,perm_remote
10.248.90.25,00:1a:4a:a8:7e:1b,none
10.248.90.26,00:1a:4a:a8:7b:42,perm_remote
10.248.90.27,00:1a:4a:a8:88:b0,perm_remote
10.248.90.28,00:1a:4a:a8:88:b1,none
10.248.90.29,00:1a:4a:a8:83:22,none
10.248.90.30,00:1a:4a:a8:7e:8a,none
10.248.90.31,00:1a:4a:a8:7e:9f,none
10.248.90.32,00:1a:4a:a8:7e:9e,none
10.248.90.35,00:1a:4a:a8:88:fa,perm_remote
10.248.90.36,00:1a:4a:a8:7e:11,perm_remote
10.248.90.37,00:1a:4a:a8:86:2e,perm_remote
10.248.90.38,00:1a:4a:a8:80:dd,perm_remote
10.248.90.40,00:1a:4a:a8:88:39,none
10.248.90.41,00:1a:4a:a8:86:42,perm_remote
10.248.90.42,00:1a:4a:f8:42:94,perm_remote
10.248.90.43,00:1a:4a:a8:7e:84,perm_remote
10.248.90.44,00:1a:4a:a8:81:fb,none
10.248.90.53,00:1a:4a:f8:42:92,none
10.248.90.56,00:1a:4a:a8:7e:29,perm_remote
10.248.90.57,00:1a:4a:a8:89:68,none
10.248.90.58,00:1a:4a:a8:89:66,perm_remote
10.248.90.59,00:1a:4a:a8:89:67,perm_remote
10.248.90.60,00:1a:4a:a8:7d:81,perm_remote
10.248.90.61,00:1a:4a:a8:89:69,none
10.248.90.62,00:1a:4a:a8:89:65,none
10.248.90.69,00:1a:4a:f8:42:5a,none
10.248.90.81,00:1a:4a:a8:88:38,none
10.248.90.82,00:1a:4a:a8:7e:22,none
10.248.90.83,00:1a:4a:a8:86:41,none
10.248.90.84,00:1a:4a:a8:7e:23,none
10.248.90.85,b8:2a:72:dd:03:22,perm_remote
10.248.90.86,b8:2a:72:df:68:f3,perm_remote
10.248.90.87,5c:f9:dd:fe:85:74,perm_remote
10.248.90.88,f8:bc:12:55:8c:76,perm_remote
10.248.90.92,00:1a:4a:f8:42:94,perm_remote
10.248.90.100,00:1a:4a:a8:88:c9,none
10.248.90.103,00:1a:4a:a8:86:2d,none
10.248.90.104,00:1a:4a:a8:7e:1d,perm_remote
10.248.90.105,00:1a:4a:a8:86:18,none
10.248.90.106,00:1a:4a:a8:86:2a,perm_remote
10.248.90.107,00:1a:4a:a8:7e:1f,none
10.248.90.108,00:1a:4a:a8:7e:1c,perm_remote
10.248.90.115,00:1a:4a:a8:83:26,none
10.248.90.116,00:1a:4a:a8:83:25,perm_remote
10.248.90.131,00:1a:4a:a8:88:68,none
10.248.90.132,00:1a:4a:a8:88:32,perm_remote
10.248.90.134,00:1a:4a:a8:7e:12,none
10.248.90.135,00:1a:4a:a8:86:2f,perm_remote
10.248.90.143,b8:2a:72:df:68:f3,perm_remote
10.248.90.144,b8:2a:72:df:68:f3,perm_remote
10.248.90.145,b8:2a:72:df:68:f3,perm_remote
10.248.90.146,b8:2a:72:df:68:f3,perm_remote
10.248.90.147,b8:2a:72:df:68:f3,perm_remote
10.248.90.148,b8:2a:72:df:68:f3,perm_remote
10.248.90.149,b8:2a:72:df:68:f3,perm_remote
10.248.90.150,b8:2a:72:df:68:f3,perm_remote
10.248.90.153,00:1a:4a:a8:7d:92,none
10.248.90.154,00:1a:4a:a8:89:78,none
10.248.90.155,00:1a:4a:a8:88:36,perm_remote
10.248.90.156,00:1a:4a:a8:88:35,none
10.248.90.157,00:1a:4a:a8:88:34,none
10.248.90.176,00:1a:4a:a8:86:31,perm_remote
10.248.90.177,00:1a:4a:a8:7e:1e,none
10.248.90.183,00:1a:4a:a8:88:06,perm_remote
10.248.90.184,00:1a:4a:a8:88:07,perm_remote
10.248.90.185,00:1a:4a:a8:88:04,none
10.248.90.186,00:1a:4a:a8:88:05,none
10.248.90.212,00:1a:4a:a8:7e:28,perm_remote
